file,labels
BD/BI_Cr_5/labels/equatorial_circular/Lam.S.thyX400wF(947)(0)H-5.png,equatorial_circular
BD/BI_Cr_5/labels/polar_circular/Lam.S.thyX400wF(947)(0)H-6.png,polar_circular
BD/BI_Cr_5/labels/equatorial_circular/Lam.S.thyX400wF(944)(940)E-15.png,equatorial_circular
BD/BI_Cr_5/labels/polar_circular/Lam.O.micX400wF(886)(0)C-15.png,polar_circular
BD/BI_Cr_5/labels/polar_triangular/IMG_3734-100.png,polar_triangular
BD/BI_Cr_5/labels/equatorial_circular/Lam.S.triX400wF(2190)(0)C-14.png,equatorial_circular
BD/BI_Cr_5/labels/polar_circular/Lam.S.triX400wF(2189)(0)B-61.png,polar_circular
BD/BI_Cr_5/labels/equatorial_circular/Lam.S.thyX400wF(943)(990)C-2.png,equatorial_circular
BD/BI_Cr_5/labels/polar_circular/Lam.T.capX400wF(1029)(0)A-26.png,polar_circular
BD/BI_Cr_5/labels/polar_circular/Lam.O.micX400wF(886)(0)C-34.png,polar_circular
BD/BI_Cr_5/labels/equatorial_circular/Ole.O.euroX400wF(4262)(0)B-33.png,equatorial_circular
BD/BI_Cr_5/labels/equatorial_circular/Fab.C.silX400wF(477)(0)C-3.png,equatorial_circular
BD/BI_Cr_5/labels/polar_tricircular/Eri.E.maniX400wF(5361)(0)G-18.png,polar_tricircular
BD/BI_Cr_5/labels/equatorial_circular/Fab.C.silX400wF(476)(0)B-5.png,equatorial_circular
BD/BI_Cr_5/labels/polar_circular/Lam.S.thyX400wF(944)(940)E-10.png,polar_circular
BD/BI_Cr_5/labels/polar_triangular/IMG_3734-50.png,polar_triangular
BD/BI_Cr_5/labels/polar_triangular/IMG_3735-11.png,polar_triangular
BD/BI_Cr_5/labels/polar_triangular/IMG_3734-125.png,polar_triangular
BD/BI_Cr_5/labels/equatorial_circular/Fab.C.silX400wF(476)(0)B-13.png,equatorial_circular
BD/BI_Cr_5/labels/equatorial_circular/Lam.S.triX400wF(2190)(0)C-30.png,equatorial_circular
BD/BI_Cr_5/labels/polar_triangular/IMG_3734-117.png,polar_triangular
BD/BI_Cr_5/labels/equatorial_circular/Bra.S.albX400wF(2150)(0)A-10.png,equatorial_circular
BD/BI_Cr_5/labels/polar_circular/Lam.O.micX400wF(887)(0)D-1.png,polar_circular
BD/BI_Cr_5/labels/equatorial_circular/Fab.C.silX400wF(476)(0)B-9.png,equatorial_circular
