Unnamed: 0,file,y_true,y_pred,confidence,true_label,predicted_label,status
0,asphodelus/Asp.A.ramX400wF(1984)(0)A-1.png,0,0,0.7193075,asphodelus,asphodelus,Correct
1,asphodelus/Asp.A.ramX400wF(1984)(0)A-11.png,0,0,0.7208301,asphodelus,asphodelus,Correct
2,asphodelus/Asp.A.ramX400wF(1985)(0)B-3.png,0,0,0.43804544,asphodelus,asphodelus,Correct
3,asphodelus/Asp.A.ramX400wF(1988)(0)E-4.png,0,0,0.74191767,asphodelus,asphodelus,Correct
4,calicotome/Fab.C.vilX400wF(2016)(0)A-16.png,1,1,0.8651379,calicotome,calicotome,Correct
6,calicotome/Fab.C.vilX400wF(2017)(0)B-11.png,1,1,0.7981818,calicotome,calicotome,Correct
7,calicotome/Fab.C.vilX400wF(2017)(0)B-12.png,1,1,0.85752445,calicotome,calicotome,Correct
8,calicotome/Fab.C.vilX400wF(2017)(0)B-23.png,1,1,0.71169245,calicotome,calicotome,Correct
9,calicotome/Fab.C.vilX400wF(2018)(0)C-12.png,1,1,0.85704947,calicotome,calicotome,Correct
11,calicotome/Fab.C.vilX400wF(2019)(0)D-102.png,1,1,0.8439999,calicotome,calicotome,Correct
12,calicotome/Fab.C.vilX400wF(2019)(0)D-103.png,1,1,0.83861226,calicotome,calicotome,Correct
13,calicotome/Fab.C.vilX400wF(2019)(0)D-105.png,1,1,0.8275257,calicotome,calicotome,Correct
14,calicotome/Fab.C.vilX400wF(2019)(0)D-122.png,1,1,0.81279504,calicotome,calicotome,Correct
15,calicotome/Fab.C.vilX400wF(2019)(0)D-2.png,1,1,0.8473878,calicotome,calicotome,Correct
16,calicotome/Fab.C.vilX400wF(2019)(0)D-21.png,1,1,0.83504546,calicotome,calicotome,Correct
17,calicotome/Fab.C.vilX400wF(2019)(0)D-53.png,1,1,0.8325145,calicotome,calicotome,Correct
18,calicotome/Fab.C.vilX400wF(2019)(0)D-60.png,1,1,0.845157,calicotome,calicotome,Correct
19,calicotome/Fab.C.vilX400wF(2019)(0)D-75.png,1,1,0.85349953,calicotome,calicotome,Correct
20,calicotome/Fab.C.vilX400wF(2019)(0)D-83.png,1,1,0.84519863,calicotome,calicotome,Correct
21,calicotome/Fab.C.vilX400wF(2020)(0)E-100.png,1,1,0.5646072,calicotome,calicotome,Correct
22,calicotome/Fab.C.vilX400wF(2020)(0)E-102.png,1,1,0.84670305,calicotome,calicotome,Correct
23,calicotome/Fab.C.vilX400wF(2020)(0)E-114.png,1,1,0.84592104,calicotome,calicotome,Correct
24,calicotome/Fab.C.vilX400wF(2020)(0)E-19.png,1,1,0.84195155,calicotome,calicotome,Correct
25,calicotome/Fab.C.vilX400wF(2020)(0)E-23.png,1,1,0.7913682,calicotome,calicotome,Correct
26,calicotome/Fab.C.vilX400wF(2020)(0)E-24.png,1,1,0.840094,calicotome,calicotome,Correct
27,calicotome/Fab.C.vilX400wF(2020)(0)E-38.png,1,1,0.8320139,calicotome,calicotome,Correct
28,calicotome/Fab.C.vilX400wF(2020)(0)E-59.png,1,1,0.8552688,calicotome,calicotome,Correct
29,calicotome/Fab.C.vilX400wF(2020)(0)E-60.png,1,1,0.8403734,calicotome,calicotome,Correct
30,calicotome/Fab.C.vilX400wF(2020)(0)E-61.png,1,1,0.8465381,calicotome,calicotome,Correct
31,calicotome/Fab.C.vilX400wF(2020)(0)E-67.png,1,1,0.8265914,calicotome,calicotome,Correct
32,calicotome/Fab.C.vilX400wF(2020)(0)E-95.png,1,1,0.8419197,calicotome,calicotome,Correct
33,calicotome/Fab.C.vilX400wF(2020)(0)E-96.png,1,1,0.86546594,calicotome,calicotome,Correct
34,castanea/Fag.C.satX400wF(781)(0)A-2.png,2,2,0.54880553,castanea,castanea,Correct
35,castanea/Fag.C.satX400wF(781)(0)A-36.png,2,2,0.52476174,castanea,castanea,Correct
36,castanea/Fag.C.satX400wF(781)(0)A-44.png,2,2,0.5365277,castanea,castanea,Correct
37,castanea/Fag.C.satX400wF(781)(0)A-46.png,2,2,0.52105767,castanea,castanea,Correct
38,castanea/Fag.C.satX400wF(783)(0)C-12.png,2,2,0.5401833,castanea,castanea,Correct
39,castanea/Fag.C.satX400wF(783)(0)C-13.png,2,2,0.53279024,castanea,castanea,Correct
41,castanea/Fag.C.satX400wF(783)(0)C-7.png,2,2,0.4500949,castanea,castanea,Correct
42,castanea/Fag.C.satX400wF(784)(0)D-3.png,2,2,0.5559242,castanea,castanea,Correct
43,castanea/Fag.C.satX400wF(784)(0)D-7.png,2,2,0.53382856,castanea,castanea,Correct
44,castanea/Fag.C.satX400wF(785)(0)E-1.png,2,2,0.5471018,castanea,castanea,Correct
45,castanea/Fag.C.satX400wF(786)(0)F-5.png,2,2,0.50115883,castanea,castanea,Correct
46,castanea/Fag.C.satX400wF(792)(781)G-2.png,2,2,0.54833174,castanea,castanea,Correct
47,castanea/Fag.C.satX400wF(792)(781)G-20.png,2,2,0.5418194,castanea,castanea,Correct
48,castanea/Fag.C.satX400wF(792)(781)G-5.png,2,2,0.53812313,castanea,castanea,Correct
49,castanea/Fag.C.satX400wF(792)(781)G-51.png,2,2,0.55013347,castanea,castanea,Correct
50,castanea/Fag.C.satX400wF(793)(781)H-13.png,2,2,0.5368787,castanea,castanea,Correct
51,castanea/Fag.C.satX400wF(793)(781)H-19.png,2,2,0.53596073,castanea,castanea,Correct
52,castanea/Fag.C.satX400wF(793)(781)H-25.png,2,2,0.533818,castanea,castanea,Correct
53,castanea/Fag.C.satX400wF(793)(781)H-42.png,2,2,0.54404926,castanea,castanea,Correct
54,castanea/Fag.C.satX400wF(793)(781)H-5.png,2,2,0.5369514,castanea,castanea,Correct
55,ceratonia/Fab.C.silX400wF(475)(0)A-8.png,3,3,0.5350043,ceratonia,ceratonia,Correct
56,ceratonia/Fab.C.silX400wF(476)(0)B-10.png,3,3,0.5146519,ceratonia,ceratonia,Correct
57,ceratonia/Fab.C.silX400wF(476)(0)B-16.png,3,3,0.50716853,ceratonia,ceratonia,Correct
58,ceratonia/Fab.C.silX400wF(478)(0)D-2.png,3,3,0.5182831,ceratonia,ceratonia,Correct
59,ceratonia/Fab.C.silX400wF(479)(0)E-13.png,3,3,0.51855004,ceratonia,ceratonia,Correct
60,ceratonia/Fab.C.silX400wF(479)(0)E-15.png,3,3,0.22500354,ceratonia,ceratonia,Correct
61,ceratonia/Fab.C.silX400wF(479)(0)E-2.png,3,3,0.5161873,ceratonia,ceratonia,Correct
62,ceratonia/Fab.C.silX400wF(479)(0)E-5.png,3,3,0.506592,ceratonia,ceratonia,Correct
63,ceratonia/Fab.C.silX400wF(481)(0)G-16.png,3,3,0.53515583,ceratonia,ceratonia,Correct
65,ebenus/Fab.E.creX400wF(694)(0)B-5.png,4,4,0.7097546,ebenus,ebenus,Correct
66,ebenus/Fab.E.creX400wF(696)(0)D-1.png,4,4,0.8168468,ebenus,ebenus,Correct
67,ebenus/Fab.E.creX400wF(698)(0)F-3.png,4,4,0.808737,ebenus,ebenus,Correct
68,erica/Eri.E.maniX400wF(5355)(0)A-3.png,5,5,0.75071317,erica,erica,Correct
69,erica/Eri.E.maniX400wF(5355)(0)A-5.png,5,5,0.74058855,erica,erica,Correct
70,erica/Eri.E.maniX400wF(5356)(0)B-15.png,5,5,0.76082593,erica,erica,Correct
71,erica/Eri.E.maniX400wF(5356)(0)B-17.png,5,5,0.7608648,erica,erica,Correct
72,erica/Eri.E.maniX400wF(5356)(0)B-5.png,5,5,0.7691559,erica,erica,Correct
73,erica/Eri.E.maniX400wF(5357)(0)C-15.png,5,5,0.764613,erica,erica,Correct
74,erica/Eri.E.maniX400wF(5357)(0)C-25.png,5,5,0.75518554,erica,erica,Correct
75,erica/Eri.E.maniX400wF(5358)(0)D-10.png,5,5,0.7731561,erica,erica,Correct
76,erica/Eri.E.maniX400wF(5358)(0)D-12.png,5,5,0.7756225,erica,erica,Correct
77,erica/Eri.E.maniX400wF(5358)(0)D-2.png,5,5,0.7671376,erica,erica,Correct
78,erica/Eri.E.maniX400wF(5359)(0)E-5.png,5,5,0.753913,erica,erica,Correct
79,erica/Eri.E.maniX400wF(5360)(0)F-2.png,5,5,0.75741446,erica,erica,Correct
80,erica/Eri.E.maniX400wF(5361)(0)G-3.png,5,5,0.78086114,erica,erica,Correct
81,erica/Eri.E.maniX400wF(5361)(0)G-7.png,5,5,0.76160437,erica,erica,Correct
82,erica/Eri.E.maniX400wF(5362)(0)H-17.png,5,5,0.7736753,erica,erica,Correct
83,erica/Eri.E.maniX400wF(5362)(0)H-18.png,5,5,0.7635073,erica,erica,Correct
84,erica/Eri.E.maniX400wF(5362)(0)H-7.png,5,5,0.7652688,erica,erica,Correct
85,erica/Eri.E.maniX400wF(5363)(0)I-13.png,5,5,0.75221336,erica,erica,Correct
86,eucalyptus/Myr.E.camaX400wF(1868)(0)C-11.png,6,6,0.79253423,eucalyptus,eucalyptus,Correct
87,eucalyptus/Myr.E.camaX400wF(1868)(0)C-13.png,6,6,0.8083111,eucalyptus,eucalyptus,Correct
88,eucalyptus/Myr.E.camaX400wF(1868)(0)C-7_2.png,6,6,0.77350646,eucalyptus,eucalyptus,Correct
89,eucalyptus/Myr.E.camaX400wF(1868)(0)C-8.png,6,6,0.7928271,eucalyptus,eucalyptus,Correct
91,eucalyptus/Myr.E.camaX400wF(1869)(0)D-3_2.png,6,6,0.7792847,eucalyptus,eucalyptus,Correct
92,eucalyptus/Myr.E.camaX400wF(1869)(0)D-9.png,6,6,0.7353125,eucalyptus,eucalyptus,Correct
93,eucalyptus/Myr.E.camaX400wF(1870)(0)E-10.png,6,6,0.7887501,eucalyptus,eucalyptus,Correct
94,eucalyptus/Myr.E.camaX400wF(1870)(0)E-12.png,6,6,0.797915,eucalyptus,eucalyptus,Correct
95,eucalyptus/Myr.E.camaX400wF(1870)(0)E-12_2.png,6,6,0.7945319,eucalyptus,eucalyptus,Correct
96,eucalyptus/Myr.E.camaX400wF(1870)(0)E-7_2.png,6,6,0.7890046,eucalyptus,eucalyptus,Correct
97,eucalyptus/Myr.E.camaX400wF(1871)(0)F-3.png,6,6,0.7915333,eucalyptus,eucalyptus,Correct
98,eucalyptus/Myr.E.camaX400wF(1871)(0)F-5.png,6,6,0.7747127,eucalyptus,eucalyptus,Correct
99,eucalyptus/Myr.E.camaX400wF(1872)(0)G-9_2.png,6,6,0.78141844,eucalyptus,eucalyptus,Correct
100,eucalyptus/Myr.E.camaX400wF(2962)(0)H-1.png,6,6,0.79920954,eucalyptus,eucalyptus,Correct
102,eucalyptus/Myr.E.camaX400wF(2962)(0)H-20.png,6,6,0.79043996,eucalyptus,eucalyptus,Correct
103,eucalyptus/Myr.E.camaX400wF(2962)(0)H-22_2.png,6,6,0.76962525,eucalyptus,eucalyptus,Correct
104,eucalyptus/Myr.E.camaX400wF(2962)(0)H-27_2.png,6,6,0.787949,eucalyptus,eucalyptus,Correct
105,eucalyptus/Myr.E.camaX400wF(2962)(0)H-28.png,6,6,0.795492,eucalyptus,eucalyptus,Correct
106,eucalyptus/Myr.E.camaX400wF(2962)(0)H-30_2.png,6,6,0.7888968,eucalyptus,eucalyptus,Correct
107,eucalyptus/Myr.E.camaX400wF(2962)(0)H-31.png,6,6,0.80278003,eucalyptus,eucalyptus,Correct
108,eucalyptus/Myr.E.camaX400wF(2962)(0)H-5.png,6,6,0.7981662,eucalyptus,eucalyptus,Correct
109,eucalyptus/Myr.E.camaX400wF(2962)(0)H-8.png,6,6,0.8074302,eucalyptus,eucalyptus,Correct
110,eucalyptus/Myr.E.camaX400wF(2963)(0)I-1.png,6,6,0.8036959,eucalyptus,eucalyptus,Correct
111,eucalyptus/Myr.E.camaX400wF(2963)(0)I-13.png,6,6,0.8079078,eucalyptus,eucalyptus,Correct
